UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U102363,2.0,1.0,84,PR100430,ANDROID,PR100430,1.0,1.0
U102364,0.0,2.0,120,Product101,WINDOWS,Product101,0.0,0.0
U102365,2.0,1.0,95,Product101,WINDOWS,Product101,0.0,8.0
U102366,2.0,2.0,79,PR100119,WINDOWS,PR100119,2.0,1.0
U102367,1.0,2.0,120,PR100066,WINDOWS,PR100066,1.0,0.0
U102368,1.0,2.0,1474,PR100200,ANDROID,PR100200,2.0,1.0
U102370,0.0,1.0,314,PR100481,WINDOWS,PR100481,0.0,0.0
U102371,3.0,2.0,543,PR100152,WINDOWS,PR100152,4.0,14.0
U102373,0.0,1.0,54,Product101,ANDROID,Product101,0.0,0.0
U102374,1.0,9.0,860,PR100374,WINDOWS,PR100374,4.0,1.0
U102375,0.0,9.0,193,PR107132,WINDOWS,PR107132,0.0,0.0
U102376,0.0,1.0,395,PR100061,ANDROID,PR100061,0.0,0.0
U102377,1.0,3.0,187,PR100102,WINDOWS,PR100102,1.0,0.0
U102378,3.0,3.0,80,PR100228,WINDOWS,PR100456,5.0,15.0
U102379,1.0,3.0,1026,PR100039,WINDOWS,PR100039,1.0,2.0
U102381,0.0,0.0,75,Product101,ANDROID,PR100453,0.0,0.0
U102382,6.0,7.0,115,PR100187,ANDROID,PR100187,22.0,0.0
U102383,0.0,3.0,913,PR100019,WINDOWS,PR100019,0.0,0.0
U102384,4.0,36.0,1909,PR100688,WINDOWS,PR100688,29.0,46.0
U102385,2.0,3.0,79,PR100248,WINDOWS,PR100248,5.0,4.0
U102386,0.0,0.0,1449,Product101,WINDOWS,PR101475,0.0,0.0
U102387,0.0,1.0,1364,PR100036,ANDROID,PR100466,0.0,0.0
U102388,1.0,2.0,347,PR100005,WINDOWS,PR100005,1.0,6.0
U102390,1.0,1.0,148,PR102009,ANDROID,PR100108,1.0,1.0
U102391,1.0,2.0,243,PR100390,WINDOWS,PR100390,3.0,0.0
U102393,1.0,1.0,60,Product101,WINDOWS,Product101,0.0,1.0
U102395,1.0,7.0,315,PR100017,WINDOWS,PR100017,3.0,2.0
U102396,0.0,0.0,1199,Product101,WINDOWS,PR100390,0.0,0.0
U102398,0.0,0.0,76,Product101,ANDROID,PR100023,0.0,0.0
U102399,0.0,2.0,1183,PR100364,ANDROID,PR100364,0.0,0.0
U102400,3.0,3.0,1107,PR100722,WINDOWS,PR100722,2.0,4.0
U102402,0.0,0.0,1985,Product101,WINDOWS,PR100333,0.0,0.0
U102403,1.0,1.0,1587,Product101,WINDOWS,Product101,0.0,9.0
U102404,3.0,9.0,310,PR100481,WINDOWS,PR102221,7.0,7.0
U102406,0.0,1.0,1661,PR100885,ANDROID,PR100885,0.0,0.0
U102407,1.0,0.0,137,Product101,WINDOWS,Product101,1.0,0.0
U102408,1.0,1.0,1194,Product101,WINDOWS,PR100616,0.0,2.0
U102409,0.0,1.0,138,PR100018,ANDROID,PR100018,0.0,0.0
U102410,1.0,5.0,525,PR100401,WINDOWS,PR100401,2.0,1.0
U102413,3.0,3.0,581,PR101372,WINDOWS,PR101372,3.0,8.0
U102415,0.0,1.0,1179,PR100041,WINDOWS,PR100041,0.0,0.0
U102416,0.0,0.0,73,Product101,LINUX,Product101,0.0,0.0
U102417,1.0,2.0,303,PR100244,WINDOWS,PR100244,3.0,0.0
U102418,1.0,13.0,52,PR100015,WINDOWS,PR100015,1.0,0.0
U102420,1.0,1.0,1066,Product101,ANDROID,Product101,0.0,1.0
U102421,2.0,7.0,1428,PR100083,WINDOWS,PR100083,10.0,11.0
U102422,4.0,8.0,83,PR100017,WINDOWS,PR100017,13.0,6.0
U102423,4.0,15.0,153,PR100506,WINDOWS,PR100506,11.0,22.0
U102425,1.0,4.0,149,PR100806,WINDOWS,PR100806,5.0,1.0
U102426,0.0,0.0,70,Product101,WINDOWS,PR100017,0.0,0.0
U102427,4.0,4.0,88,PR100701,WINDOWS,PR100701,9.0,45.0
U102428,0.0,1.0,92,PR100134,WINDOWS,PR100134,0.0,0.0
U102429,1.0,1.0,170,PR100083,LINUX,PR100083,1.0,3.0
U102430,0.0,0.0,433,Product101,WINDOWS,PR100330,0.0,0.0
U102431,5.0,14.0,1565,PR100166,WINDOWS,PR100166,38.0,36.0
U102432,2.0,2.0,97,PR100765,WINDOWS,PR100765,2.0,3.0
U102433,0.0,0.0,796,Product101,ANDROID,PR103305,0.0,0.0
U102434,1.0,9.0,658,PR100003,MAC OS X,PR100003,6.0,0.0
U102435,2.0,2.0,262,PR100166,WINDOWS,PR100166,2.0,2.0
U102436,0.0,2.0,698,PR100661,WINDOWS,PR100325,0.0,0.0
U102437,3.0,11.0,49,PR100134,WINDOWS,PR100134,9.0,9.0
U102438,4.0,2.0,479,PR100457,ANDROID,PR100457,5.0,0.0
U102439,1.0,1.0,234,PR100115,ANDROID,PR100115,1.0,0.0
U102440,0.0,0.0,453,Product101,WINDOWS,Product101,0.0,0.0
U102441,2.0,2.0,1096,PR100614,WINDOWS,PR100614,2.0,1.0
U102442,4.0,2.0,893,PR101337,LINUX,PR101337,4.0,0.0
U102443,4.0,8.0,284,PR100325,MAC OS X,PR100325,5.0,49.0
U102445,0.0,3.0,174,PR100822,WINDOWS,PR100355,0.0,0.0
U102447,2.0,3.0,221,PR100095,MAC OS X,PR100095,1.0,4.0
U102448,0.0,0.0,151,Product101,WINDOWS,PR100142,0.0,0.0
U102450,1.0,1.0,1206,PR100340,MAC OS X,PR100340,1.0,0.0
U102451,6.0,9.0,92,PR100390,WINDOWS,PR100166,50.0,66.0
U102452,1.0,1.0,255,PR100556,WINDOWS,PR100556,2.0,0.0
U102453,2.0,10.0,1471,PR100005,WINDOWS,PR100005,9.0,75.0
U102454,1.0,1.0,101,PR100252,WINDOWS,PR100252,3.0,1.0
U102455,2.0,5.0,390,PR100152,WINDOWS,PR100152,4.0,0.0
U102456,0.0,0.0,249,Product101,ANDROID,PR100342,0.0,0.0
U102457,0.0,1.0,250,PR100017,WINDOWS,PR100017,0.0,0.0
U102458,1.0,15.0,1581,PR100942,WINDOWS,PR100942,11.0,20.0
U102459,2.0,8.0,1971,PR100674,WINDOWS,PR100674,3.0,13.0
U102460,1.0,6.0,1968,PR100166,WINDOWS,PR100166,1.0,6.0
U102461,1.0,3.0,2079,PR100017,WINDOWS,PR100017,2.0,1.0
U102463,0.0,1.0,78,PR100515,MAC OS X,PR100515,0.0,0.0
U102464,3.0,3.0,687,PR100769,WINDOWS,PR100769,1.0,13.0
U102466,1.0,16.0,250,PR100287,WINDOWS,PR100287,3.0,3.0
U102467,0.0,1.0,994,PR100161,WINDOWS,PR100340,0.0,0.0
U102468,0.0,0.0,46,Product101,WINDOWS,PR100472,0.0,0.0
U102469,0.0,0.0,87,Product101,WINDOWS,PR100142,0.0,0.0
U102470,0.0,0.0,490,Product101,WINDOWS,PR100375,0.0,0.0
U102471,0.0,0.0,171,Product101,WINDOWS,Product101,0.0,0.0
U102472,1.0,1.0,721,PR100234,IOS,PR100234,2.0,0.0
U102473,0.0,2.0,308,PR100003,LINUX,PR100020,0.0,0.0
U102474,3.0,5.0,79,PR100187,WINDOWS,PR100187,4.0,68.0
U102475,1.0,7.0,221,PR100152,WINDOWS,PR100152,1.0,0.0
U102476,1.0,1.0,635,PR100624,MAC OS X,PR100671,1.0,0.0
U102477,5.0,6.0,47,PR100390,WINDOWS,PR100390,29.0,29.0
U102479,0.0,0.0,75,Product101,WINDOWS,PR100474,0.0,0.0
U102480,3.0,7.0,207,PR100578,WINDOWS,PR100578,3.0,6.0
U102481,0.0,0.0,177,Product101,WINDOWS,PR100055,0.0,0.0
U102482,0.0,2.0,457,PR100977,WINDOWS,PR100977,0.0,0.0
U102483,2.0,2.0,417,PR100017,WINDOWS,PR100017,1.0,2.0
U102484,1.0,1.0,45,PR100055,ANDROID,PR100055,1.0,0.0
U102485,2.0,18.0,1084,PR100134,LINUX,PR100134,3.0,4.0
U102486,0.0,0.0,1021,Product101,ANDROID,PR100872,0.0,0.0
U102487,0.0,0.0,68,Product101,WINDOWS,PR100219,0.0,0.0
U102488,4.0,10.0,69,PR100495,WINDOWS,PR100495,3.0,19.0
U102489,0.0,1.0,269,PR100362,MAC OS X,PR100054,0.0,0.0
U102490,1.0,6.0,189,PR100166,WINDOWS,PR100166,0.0,1.0
U102492,1.0,5.0,889,PR100014,MAC OS X,PR100014,1.0,0.0
U102493,2.0,2.0,740,PR100225,LINUX,PR100225,2.0,0.0
U102494,4.0,4.0,369,PR100348,WINDOWS,PR100348,5.0,24.0
U102497,3.0,4.0,135,PR100880,WINDOWS,PR100880,5.0,0.0
U102498,0.0,0.0,89,Product101,ANDROID,PR100054,0.0,0.0
U102499,2.0,8.0,818,PR100307,ANDROID,PR100307,4.0,0.0
U102500,3.0,9.0,88,PR100051,LINUX,PR100051,6.0,6.0
U102501,0.0,0.0,200,Product101,LINUX,PR100581,0.0,0.0
U102502,2.0,2.0,126,PR101638,ANDROID,PR101638,2.0,0.0
U102506,0.0,0.0,99,Product101,WINDOWS,PR100142,0.0,0.0
U102508,0.0,4.0,236,PR100287,ANDROID,PR100287,0.0,0.0
U102509,1.0,3.0,238,PR100833,WINDOWS,PR100833,1.0,7.0
U102510,0.0,1.0,1028,PR100036,ANDROID,PR100036,0.0,0.0
U102512,0.0,1.0,1197,PR100657,WINDOWS,PR100657,0.0,0.0
U102513,2.0,2.0,2257,PR100661,WINDOWS,PR100661,1.0,1.0
U102514,1.0,1.0,810,PR101097,ANDROID,PR101097,1.0,0.0
U102515,1.0,1.0,74,PR100200,WINDOWS,PR100200,1.0,7.0
U102516,2.0,3.0,87,PR100704,LINUX,PR100704,2.0,31.0
U102517,0.0,0.0,125,Product101,WINDOWS,PR100598,0.0,0.0
U102518,2.0,4.0,712,PR101744,WINDOWS,PR101744,2.0,4.0
U102519,1.0,3.0,47,PR100166,WINDOWS,PR100166,0.0,1.0
U102520,0.0,0.0,49,Product101,ANDROID,PR100102,0.0,0.0
U102522,0.0,1.0,591,PR100152,LINUX,PR100152,0.0,0.0
U102523,0.0,0.0,77,Product101,WINDOWS,PR100030,0.0,0.0
U102524,4.0,6.0,1366,PR100701,ANDROID,PR100067,6.0,2.0
U102525,5.0,17.0,1230,PR101244,UBUNTU,PR101305,18.0,22.0
U102528,2.0,7.0,64,PR100095,WINDOWS,PR100095,12.0,18.0
U102529,1.0,1.0,877,PR100017,IOS,PR100017,1.0,4.0
U102530,2.0,3.0,72,PR100616,WINDOWS,PR100616,2.0,1.0
U102531,5.0,1.0,91,PR101164,WINDOWS,PR101164,8.0,1.0
U102532,2.0,3.0,785,PR101956,WINDOWS,PR101956,3.0,0.0
U102534,0.0,1.0,286,Product101,WINDOWS,PR100054,0.0,0.0
U102535,3.0,5.0,69,PR100145,MAC OS X,PR100080,2.0,8.0
U102536,0.0,2.0,62,Product101,WINDOWS,Product101,0.0,0.0
U102537,2.0,2.0,439,PR100409,ANDROID,PR100409,2.0,0.0
U102538,0.0,1.0,875,PR100328,WINDOWS,PR100328,0.0,0.0
U102539,2.0,3.0,125,PR100737,WINDOWS,PR100737,7.0,8.0
U102540,0.0,5.0,71,PR100859,ANDROID,PR100859,0.0,0.0
U102541,5.0,4.0,790,PR100411,WINDOWS,PR101290,16.0,0.0
U102543,3.0,3.0,80,PR100390,WINDOWS,PR100390,3.0,4.0
U102544,4.0,21.0,230,PR100962,ANDROID,PR100152,13.0,11.0
U102545,3.0,3.0,123,PR100302,WINDOWS,PR100302,2.0,11.0
U102546,3.0,2.0,272,PR100612,ANDROID,PR100962,5.0,1.0
U102547,2.0,2.0,1067,PR100266,WINDOWS,PR100266,2.0,13.0
U102550,0.0,2.0,306,Product101,WINDOWS,Product101,0.0,0.0
U102551,1.0,1.0,618,PR100436,WINDOWS,PR100436,1.0,0.0
U102552,3.0,6.0,588,PR102819,WINDOWS,PR100051,3.0,0.0
U102553,0.0,2.0,725,PR100119,WINDOWS,PR100119,0.0,0.0
U102554,0.0,1.0,213,PR100027,WINDOWS,PR100027,0.0,0.0
U102555,0.0,1.0,1484,Product101,WINDOWS,Product101,0.0,0.0
U102556,1.0,1.0,337,PR100133,WINDOWS,PR100133,1.0,0.0
U102558,0.0,0.0,184,Product101,IOS,PR100020,0.0,0.0
U102559,0.0,5.0,339,PR100244,ANDROID,PR100244,0.0,0.0
U102560,4.0,21.0,153,PR100200,WINDOWS,PR100200,10.0,23.0
U102562,0.0,1.0,294,PR101884,WINDOWS,PR101884,0.0,0.0
U102563,0.0,0.0,326,Product101,WINDOWS,PR100102,0.0,0.0
U102564,2.0,6.0,63,PR100642,ANDROID,PR100642,1.0,2.0
U102565,0.0,2.0,2257,PR100662,WINDOWS,PR100662,0.0,0.0
U102566,3.0,3.0,162,PR106347,LINUX,PR106347,6.0,20.0
U102567,0.0,1.0,423,PR100496,ANDROID,PR100496,0.0,0.0
U102568,6.0,1.0,196,PR102006,ANDROID,PR102006,12.0,5.0
U102570,0.0,2.0,375,PR100649,MAC OS X,PR100649,0.0,0.0
U102571,1.0,5.0,64,PR100051,WINDOWS,PR100051,1.0,1.0
U102572,0.0,0.0,152,Product101,WINDOWS,PR100339,0.0,0.0
U102573,4.0,17.0,234,PR101049,WINDOWS,PR101049,7.0,1.0
U102574,0.0,1.0,115,PR100867,ANDROID,PR100867,0.0,0.0
U102575,3.0,6.0,165,PR100244,WINDOWS,PR100086,5.0,2.0
U102576,0.0,1.0,77,PR100017,WINDOWS,PR100017,0.0,0.0
U102577,1.0,2.0,1027,PR100390,WINDOWS,PR100390,5.0,5.0
U102578,0.0,0.0,240,Product101,WINDOWS,PR100047,0.0,0.0
U102579,2.0,2.0,51,PR100747,WINDOWS,PR100747,2.0,1.0
U102581,0.0,1.0,496,PR100142,WINDOWS,PR100142,0.0,0.0
U102582,1.0,8.0,195,PR100390,WINDOWS,PR100390,4.0,2.0
U102583,6.0,17.0,1277,PR100014,ANDROID,PR100014,15.0,8.0
U102584,0.0,1.0,117,Product101,FEDORA,Product101,0.0,0.0
U102587,0.0,2.0,213,PR100121,ANDROID,PR100121,0.0,0.0
U102588,0.0,1.0,609,PR100829,ANDROID,PR100035,0.0,0.0
U102589,3.0,5.0,378,PR100012,ANDROID,PR100012,3.0,4.0
U102590,2.0,1.0,935,PR100026,WINDOWS,PR100026,2.0,0.0
U102592,2.0,9.0,1427,PR100041,WINDOWS,PR100694,4.0,0.0
U102593,0.0,0.0,192,Product101,WINDOWS,PR104373,0.0,0.0
U102594,0.0,7.0,1419,PR103251,WINDOWS,PR103251,0.0,0.0
U102595,1.0,1.0,277,PR100312,WINDOWS,PR100312,1.0,3.0
U102596,2.0,3.0,752,PR100359,WINDOWS,PR100359,2.0,6.0
U102597,4.0,6.0,1595,PR100086,WINDOWS,PR100086,5.0,2.0
U102598,0.0,2.0,89,PR100719,WINDOWS,PR100719,0.0,0.0
U102599,1.0,1.0,66,PR100850,WINDOWS,PR100850,1.0,0.0
U102601,3.0,12.0,808,PR100390,MAC OS X,PR100390,11.0,19.0
U102603,0.0,1.0,89,PR100132,WINDOWS,PR100132,0.0,0.0
U102604,5.0,11.0,159,PR100234,WINDOWS,PR100166,23.0,22.0
U102605,0.0,3.0,489,PR100188,WINDOWS,PR100188,0.0,0.0
U102606,0.0,0.0,1156,Product101,WINDOWS,PR100083,0.0,0.0
U102607,1.0,1.0,322,Product101,WINDOWS,Product101,0.0,1.0
U102608,0.0,1.0,620,PR100012,WINDOWS,PR100012,0.0,0.0
U102610,2.0,6.0,357,PR100137,ANDROID,PR100137,4.0,24.0
U102612,0.0,0.0,88,Product101,WINDOWS,Product101,0.0,0.0
U102613,1.0,2.0,1149,PR101486,IOS,PR101486,2.0,3.0
U102614,6.0,22.0,442,PR101367,WINDOWS,PR101042,65.0,1156.0
U102615,1.0,3.0,83,PR100017,ANDROID,PR100017,1.0,4.0
U102616,1.0,1.0,1820,Product101,WINDOWS,Product101,0.0,2.0
U102617,2.0,4.0,457,PR100511,ANDROID,PR100561,2.0,2.0
U102618,0.0,0.0,227,Product101,WINDOWS,PR100686,0.0,0.0
U102619,1.0,2.0,239,PR100859,WINDOWS,PR100859,4.0,2.0
U102621,0.0,1.0,95,PR100340,WINDOWS,PR100340,0.0,0.0
U102622,0.0,1.0,88,PR100000,MAC OS X,PR100000,0.0,0.0
U102623,1.0,3.0,101,PR100003,LINUX,PR100003,3.0,0.0
U102624,1.0,7.0,70,PR100145,WINDOWS,PR100145,1.0,0.0
U102626,2.0,3.0,899,PR100767,ANDROID,PR100767,3.0,0.0
U102627,0.0,11.0,1078,PR100017,WINDOWS,PR100017,0.0,0.0
U102628,4.0,3.0,88,PR100277,WINDOWS,PR100277,3.0,2.0
U102629,1.0,2.0,88,PR100910,WINDOWS,PR100562,1.0,0.0
U102634,1.0,4.0,87,PR100119,WINDOWS,PR100119,2.0,4.0
U102637,1.0,2.0,43,PR100051,WINDOWS,PR100051,1.0,0.0
U102639,2.0,1.0,260,PR100146,WINDOWS,PR100146,2.0,1.0
U102642,1.0,3.0,165,PR100444,WINDOWS,PR100444,2.0,2.0
U102643,2.0,4.0,259,PR100390,WINDOWS,PR100390,4.0,5.0
U102646,3.0,10.0,91,PR100106,WINDOWS,PR100781,5.0,23.0
U102647,0.0,1.0,68,PR100023,WINDOWS,PR100023,0.0,0.0
U102648,1.0,2.0,63,PR101339,WINDOWS,PR101339,1.0,0.0
U102649,1.0,2.0,222,PR100475,WINDOWS,PR100475,1.0,22.0
U102650,4.0,11.0,257,PR100329,WINDOWS,PR100551,7.0,35.0
U102651,0.0,5.0,1607,PR100043,WINDOWS,PR100043,0.0,0.0
U102653,5.0,8.0,205,PR100390,WINDOWS,PR100390,7.0,6.0
U102655,0.0,2.0,47,PR100012,ANDROID,PR100012,0.0,0.0
U102656,1.0,2.0,346,PR102519,ANDROID,PR102519,1.0,0.0
U102657,0.0,4.0,1828,PR102648,WINDOWS,PR102648,0.0,0.0
U102658,1.0,9.0,68,PR100301,WINDOWS,PR100301,7.0,2.0
U102659,0.0,1.0,60,Product101,WINDOWS,Product101,0.0,0.0
U102660,4.0,3.0,677,PR100564,WINDOWS,PR100564,5.0,6.0
U102661,0.0,2.0,1102,PR100485,ANDROID,PR100485,0.0,0.0
U102662,2.0,11.0,54,PR100123,WINDOWS,PR100123,16.0,29.0
U102663,0.0,0.0,241,Product101,WINDOWS,PR100859,0.0,0.0
U102664,0.0,1.0,105,PR100176,WINDOWS,PR100176,0.0,0.0
U102665,2.0,2.0,62,PR100103,WINDOWS,PR100103,2.0,3.0
U102666,5.0,12.0,306,PR100606,WINDOWS,PR100606,17.0,9.0
U102667,3.0,8.0,321,PR100224,ANDROID,PR100224,5.0,14.0
U102669,3.0,7.0,129,PR100001,WINDOWS,PR100001,6.0,4.0
U102670,2.0,10.0,50,PR100139,WINDOWS,PR100171,16.0,70.0
U102671,3.0,5.0,696,PR100102,WINDOWS,PR100102,10.0,5.0
U102672,0.0,0.0,52,Product101,WINDOWS,PR100020,0.0,0.0
U102673,0.0,1.0,294,Product101,WINDOWS,PR100771,0.0,0.0
U102674,2.0,13.0,148,PR100734,WINDOWS,PR104023,6.0,25.0
U102675,2.0,4.0,138,PR100010,WINDOWS,PR100010,3.0,9.0
U102676,2.0,2.0,1955,PR100539,WINDOWS,PR100083,2.0,2.0
U102677,0.0,0.0,749,Product101,WINDOWS,PR100500,0.0,0.0
U102678,1.0,3.0,46,PR100070,WINDOWS,PR100070,2.0,3.0
U102681,1.0,5.0,88,PR100047,WINDOWS,PR100047,2.0,0.0
U102683,1.0,4.0,54,PR100910,MAC OS X,PR100910,2.0,1.0
U102684,2.0,15.0,133,PR100249,WINDOWS,PR100249,7.0,0.0
U102686,1.0,1.0,120,PR108008,ANDROID,PR108008,1.0,0.0
U102687,3.0,11.0,372,PR100606,WINDOWS,PR100802,15.0,8.0
U102688,0.0,0.0,1730,Product101,WINDOWS,PR101478,0.0,0.0
U102689,0.0,0.0,70,Product101,WINDOWS,PR100888,0.0,0.0
U102690,5.0,1.0,1020,PR100036,ANDROID,PR100036,17.0,0.0
U102691,0.0,1.0,90,PR100102,WINDOWS,PR100102,0.0,0.0
U102693,2.0,6.0,68,PR100008,ANDROID,PR100008,2.0,8.0
U102694,2.0,5.0,189,PR100109,WINDOWS,PR100109,3.0,0.0
U102696,3.0,10.0,844,PR100676,ANDROID,PR100316,7.0,2.0
U102698,3.0,8.0,90,PR100166,WINDOWS,PR100166,11.0,24.0
U102699,2.0,5.0,717,PR100166,LINUX,PR100166,1.0,2.0
U102700,1.0,2.0,472,PR100157,WINDOWS,PR100157,1.0,0.0
U102701,0.0,0.0,352,Product101,ANDROID,Product101,0.0,0.0
U102702,1.0,3.0,183,PR100010,ANDROID,PR100010,1.0,1.0
U102703,4.0,7.0,127,PR100487,WINDOWS,PR100487,8.0,4.0
U102704,0.0,2.0,96,PR100054,WINDOWS,PR100054,0.0,0.0
U102705,0.0,1.0,106,Product101,LINUX,Product101,0.0,0.0
U102706,0.0,1.0,1773,Product101,ANDROID,Product101,0.0,0.0
U102707,1.0,1.0,75,Product101,WINDOWS,Product101,0.0,1.0
U102708,3.0,2.0,52,PR100331,ANDROID,PR100331,3.0,1.0
U102709,0.0,0.0,1450,Product101,WINDOWS,PR100454,0.0,0.0
U102710,3.0,3.0,1217,PR100322,['ANDROID' 'WINDOWS'],PR100322,3.0,1.0
U102711,0.0,0.0,55,Product101,WINDOWS,PR101472,0.0,0.0
U102714,1.0,6.0,1023,PR100152,ANDROID,PR100152,1.0,0.0
U102715,0.0,0.0,240,Product101,WINDOWS,PR100737,0.0,0.0
U102717,0.0,1.0,232,PR100017,WINDOWS,PR101203,0.0,0.0
U102718,1.0,1.0,46,PR100946,LINUX,PR100946,1.0,0.0
U102719,0.0,0.0,356,Product101,WINDOWS,Product101,0.0,0.0
U102720,4.0,9.0,864,PR100390,WINDOWS,PR100390,18.0,12.0
U102721,1.0,1.0,1255,PR101500,LINUX,PR101500,1.0,1.0
U102722,1.0,5.0,415,PR100869,WINDOWS,PR100237,4.0,16.0
U102723,2.0,5.0,512,PR100152,MAC OS X,PR100094,1.0,30.0
U102725,2.0,9.0,984,PR100451,UBUNTU,PR100451,4.0,1.0
U102726,0.0,1.0,413,PR100161,WINDOWS,PR100161,0.0,0.0
U102727,0.0,0.0,465,Product101,WINDOWS,PR100102,0.0,0.0
U102728,3.0,19.0,943,PR100142,WINDOWS,PR100142,6.0,5.0
U102729,3.0,1.0,623,PR102900,WINDOWS,PR102900,3.0,0.0
U102730,2.0,3.0,1851,PR100272,WINDOWS,PR100272,3.0,0.0
U102731,0.0,3.0,224,PR100017,WINDOWS,PR100017,0.0,0.0
U102732,1.0,3.0,937,PR100839,WINDOWS,PR100839,3.0,5.0
U102736,1.0,1.0,1778,PR100561,['ANDROID' 'CHROME OS'],PR100561,1.0,0.0
U102737,1.0,2.0,387,PR100296,ANDROID,PR100296,2.0,0.0
U102738,1.0,1.0,51,PR100043,MAC OS X,PR100043,1.0,0.0
U102739,2.0,21.0,242,PR100036,WINDOWS,PR100036,10.0,8.0
U102740,0.0,0.0,601,Product101,UBUNTU,PR100011,0.0,0.0
U102741,3.0,7.0,211,PR100134,WINDOWS,PR100134,2.0,9.0
U102742,1.0,2.0,877,PR100238,WINDOWS,PR100238,3.0,2.0
U102744,4.0,12.0,44,PR100234,ANDROID,PR100234,10.0,7.0
U102745,3.0,2.0,65,PR100234,ANDROID,PR100234,12.0,0.0
U102746,1.0,1.0,266,PR100073,ANDROID,PR100073,1.0,0.0
U102747,0.0,0.0,123,Product101,WINDOWS,PR100060,0.0,0.0
U102748,0.0,1.0,111,PR101340,ANDROID,PR102229,0.0,0.0
U102749,1.0,2.0,1755,PR100704,WINDOWS,PR100704,5.0,0.0
U102751,1.0,1.0,174,PR100017,WINDOWS,PR100017,0.0,1.0
U102752,0.0,0.0,304,Product101,WINDOWS,PR100520,0.0,0.0
U102753,1.0,2.0,875,PR100225,WINDOWS,PR100225,2.0,1.0
U102754,0.0,7.0,240,PR101143,WINDOWS,PR100719,0.0,0.0
U102755,1.0,4.0,1089,PR100014,WINDOWS,PR100014,5.0,15.0
U102756,3.0,4.0,1207,PR100908,WINDOWS,PR100908,3.0,7.0
U102757,0.0,1.0,48,PR100543,WINDOWS,PR100543,0.0,0.0
U102758,1.0,1.0,312,PR100157,WINDOWS,PR100157,1.0,0.0
U102759,1.0,2.0,1229,PR100130,ANDROID,PR100014,1.0,0.0
U102760,0.0,0.0,180,Product101,WINDOWS,Product101,0.0,0.0
U102761,3.0,5.0,136,PR101229,WINDOWS,PR100363,8.0,25.0
U102762,0.0,1.0,63,PR100080,WINDOWS,PR100080,0.0,0.0
U102763,0.0,1.0,257,PR100345,WINDOWS,PR100345,0.0,0.0
U102764,3.0,2.0,115,PR100266,WINDOWS,PR100266,2.0,14.0
U102769,0.0,0.0,201,Product101,ANDROID,PR101235,0.0,0.0
U102770,1.0,8.0,1075,PR100102,WINDOWS,PR100102,12.0,18.0
U102771,3.0,4.0,156,PR100060,WINDOWS,PR102648,3.0,0.0
U102772,3.0,9.0,160,PR100014,WINDOWS,PR100166,10.0,10.0
U102773,2.0,2.0,47,PR100434,WINDOWS,PR100434,3.0,2.0
U102774,2.0,3.0,995,PR100017,WINDOWS,PR100017,2.0,2.0
U102775,0.0,2.0,239,PR100251,ANDROID,PR100251,0.0,0.0
U102776,2.0,1.0,208,PR100374,MAC OS X,PR100374,2.0,35.0
U102777,1.0,2.0,165,PR102165,WINDOWS,PR102165,2.0,0.0
U102778,1.0,1.0,301,PR100874,WINDOWS,PR100899,1.0,0.0
U102779,0.0,0.0,119,Product101,WINDOWS,PR100017,0.0,0.0
U102780,0.0,1.0,59,PR102804,ANDROID,PR102804,0.0,0.0
U102781,2.0,5.0,506,PR102915,LINUX,PR102915,4.0,4.0
U102783,2.0,9.0,46,PR101042,WINDOWS,PR101042,5.0,8.0
U102786,1.0,1.0,61,PR100137,WINDOWS,PR100137,2.0,1.0
U102787,2.0,2.0,82,PR100782,WINDOWS,PR100782,2.0,0.0
U102788,3.0,11.0,56,PR101367,WINDOWS,PR101042,8.0,199.0
U102789,0.0,1.0,204,PR100882,WINDOWS,PR100882,0.0,0.0
U102790,5.0,5.0,464,PR100166,ANDROID,PR100166,15.0,22.0
U102791,5.0,18.0,321,PR100240,WINDOWS,PR100844,16.0,8.0
U102792,2.0,3.0,257,PR100630,WINDOWS,PR100630,2.0,5.0
U102794,4.0,5.0,127,PR100275,WINDOWS,PR100578,17.0,8.0
U102795,1.0,1.0,609,PR100506,WINDOWS,PR100506,1.0,1.0
U102797,1.0,3.0,624,PR100166,WINDOWS,PR100166,2.0,6.0
U102798,2.0,3.0,1582,PR100072,ANDROID,PR100072,4.0,1.0
U102800,0.0,1.0,91,PR100926,WINDOWS,PR100926,0.0,0.0
U102801,0.0,0.0,119,Product101,WINDOWS,PR100340,0.0,0.0
U102803,0.0,0.0,1158,Product101,ANDROID,PR100406,0.0,0.0
U102805,3.0,8.0,468,PR100484,WINDOWS,PR100484,6.0,27.0
U102806,2.0,1.0,2111,PR101100,WINDOWS,PR101100,3.0,1.0
U102807,3.0,3.0,502,PR101862,MAC OS X,PR101862,3.0,8.0
U102808,1.0,4.0,865,PR100375,ANDROID,PR100375,0.0,1.0
U102810,0.0,5.0,1658,PR100051,WINDOWS,PR100051,0.0,0.0
U102812,4.0,9.0,819,PR100041,WINDOWS,PR100041,3.0,69.0
U102813,3.0,3.0,396,PR100083,MAC OS X,PR100181,3.0,2.0
